kingdom;phylum;class;order;family;genus;species;SGB;Bietry_1;Bietry_2;Bietry_3;Kassembie_1;Kassembie_2
k__Bacteria;;;;;;;;100.0;100.0;99.99286;99.93844;99.9512
k__Bacteria;p__Pseudomonadota;;;;;;;91.61497;85.31192;85.79534;73.98973;97.85677
k__Bacteria;p__Firmicutes;;;;;;;7.60403;4.19843;0.83134;1.95384;0.0
k__Bacteria;p__Bacteroidota;;;;;;;0.6432;9.78659;3.71096;0.0;0.13949
k__Bacteria;p__Actinomycetota;;;;;;;0.10048;0.6728;8.30417;17.7455;1.77558
k__Bacteria;p__Planctomycetota;;;;;;;0.03427;0.02899;1.32683;1.15714;0.0
k__Bacteria;p__Thermodesulfobacteriota;;;;;;;0.00223;0.00121;0.0;0.49458;0.0
k__Bacteria;p__Nitrospirota;;;;;;;0.00082;5,00E-05;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;;;;;;90.98535;77.69383;75.61693;0.0321;82.48776
k__Bacteria;p__Firmicutes;c__Bacilli;;;;;;6.32356;4.19843;0.81222;1.92173;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;;;;;;1.28046;0.0;0.00957;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;;;;;;0.62794;7.61403;10.14016;55.35042;8.41596
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;;;;;;0.36111;9.78417;3.66791;0.0;0.01818
k__Bacteria;p__Bacteroidota;c__Bacteroidia;;;;;;0.28209;0.0;0.009;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;;;;;;0.08949;0.66145;5.8859;16.512;1.77558
k__Bacteria;p__Planctomycetota;c__CFGB25759;;;;;;0.03369;0.02846;1.31826;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB67380;;;;;;0.00618;0.00732;0.00195;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;;;;;;0.00441;0.00269;0.41098;0.0;0.0
k__Bacteria;p__Thermodesulfobacteriota;c__CFGB93781;;;;;;0.00223;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB23763;;;;;;0.00169;0.0;0.00161;0.0;0.0
k__Bacteria;p__Nitrospirota;c__Nitrospiria;;;;;;0.00082;5,00E-05;0.0;0.0;0.0
k__Bacteria;p__Planctomycetota;c__Planctomycetia;;;;;;0.00058;0.00053;0.00028;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;;;;;;0.00037;0.00134;0.1327;1.2335;0.0
k__Bacteria;p__Actinomycetota;c__CFGB92807;;;;;;4,00E-05;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;;;;;90.89952;77.39111;75.06364;0.0;30.65156
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;;;;;5.94049;4.19843;0.78646;1.92173;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;;;;;0.99159;0.0;0.00147;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;;;;;0.6132;5.04076;7.62801;0.0;0.02371
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;;;;;0.38307;0.0;0.02575;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;;;;;0.36111;9.78417;3.66791;0.0;0.01818
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;;;;;0.2886;0.0;0.0081;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Marinilabiliales;;;;;0.28209;0.0;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;;;;;0.07185;0.42428;3.04786;3.64487;1.33392
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;;;;;0.04799;0.00832;0.10628;0.0;0.0
k__Bacteria;p__Planctomycetota;c__CFGB25759;o__OFGB25759;;;;;0.03369;0.02846;1.31826;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;;;;;0.02643;0.12466;0.00048;0.0;34.05473
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;;;;;0.01712;0.23344;2.77557;11.48628;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;;;;;0.01445;2.48082;2.35133;0.0;8.25939
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;;;;;0.01141;0.00207;0.02422;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB67380;o__OFGB67380;;;;;0.00618;0.00732;0.00195;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Miltoncostaeales;;;;;0.00441;0.00269;0.41098;0.0;0.0
k__Bacteria;p__Thermodesulfobacteriota;c__CFGB93781;o__OFGB93781;;;;;0.00223;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB23763;o__OFGB23763;;;;;0.00169;0.0;0.00161;0.0;0.0
k__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;;;;;0.00082;5,00E-05;0.0;0.0;0.0
k__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;;;;;0.00058;0.00053;0.00028;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;;;;;0.00053;0.0;0.03201;0.0;0.00299
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;;;;;0.00037;0.00134;0.1327;1.2335;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;;;;;0.00027;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomonadales;;;;;0.00018;0.01379;0.07377;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;;;;;0.00011;0.07535;0.00071;55.25987;0.0976
k__Bacteria;p__Actinomycetota;c__CFGB92807;o__OFGB92807;;;;;4,00E-05;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;;;;90.89952;77.39111;75.06364;0.0;30.65156
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_unclassified;;;;5.01305;1.67097;0.39408;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;;;;0.89288;2.23975;0.18111;1.73336;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;;;;0.75194;0.0;0.00147;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;;;;0.36111;9.78417;3.61178;0.0;0.00958
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;;;;0.33844;3.55077;6.41;0.0;0.02371
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;;;;0.2886;0.0;0.00298;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Marinilabiliales;f__Marinifilaceae;;;;0.28051;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;;;;0.26576;1.36307;1.14889;0.0;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;;;;0.23965;0.0;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;;;;0.13318;0.0;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;;;;0.12634;0.0;0.00074;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;;;;0.12272;0.0;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;;;;0.04782;0.13651;0.97355;2.12855;0.02644
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;;;;0.04773;0.00832;0.07376;0.0;0.0
k__Bacteria;p__Planctomycetota;c__CFGB25759;o__OFGB25759;f__FGB25759;;;;0.03369;0.02846;1.31826;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Caryophanaceae;;;;0.02725;0.27934;0.07159;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;;;;0.02549;0.0;0.00048;0.0;34.05473
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;;;;0.01445;2.48082;2.3445;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcales_unclassified;;;;0.0143;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;;;;0.01141;0.00207;0.02422;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Dietziaceae;;;;0.0101;0.16161;2.37928;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacterales_unclassified;;;;0.009;0.12692;0.06912;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;;;;0.00731;0.00122;0.13968;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Intrasporangiaceae;;;;0.0064;0.02155;0.06363;0.01751;0.09519
k__Bacteria;p__Actinomycetota;c__CFGB67380;o__OFGB67380;f__FGB67380;;;;0.00618;0.00732;0.00195;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;;;;0.00514;0.02664;0.1043;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Miltoncostaeales;f__Miltoncostaeaceae;;;;0.00441;0.00269;0.41098;0.0;0.0
k__Bacteria;p__Thermodesulfobacteriota;c__CFGB93781;o__OFGB93781;f__FGB93781;;;;0.00223;0.0;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;;;;0.00188;0.00014;0.04912;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB23763;o__OFGB23763;f__FGB23763;;;;0.00169;0.0;0.00161;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;;;;0.00158;0.0;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Dermabacteraceae;;;;0.00135;0.00069;0.65074;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Ornithinimicrobiaceae;;;;0.00131;0.02025;0.28944;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;;;;0.00094;0.12466;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;;;;0.00083;0.0;0.00961;0.0;0.0
k__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;;;;0.00082;5,00E-05;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;;;;0.00066;0.21343;0.7702;1.49881;1.21228
k__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;;;;0.00058;0.00053;0.00028;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;;;;0.00053;0.0;0.01925;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;;;;0.00037;0.00134;0.1327;0.0;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;;;;0.00027;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;;;;0.00026;0.0;0.02133;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;;;;0.00018;0.01379;0.07377;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;;;;0.00011;0.02402;0.0;0.0;0.0124
k__Bacteria;p__Actinomycetota;c__CFGB92807;o__OFGB92807;f__FGB92807;;;;4,00E-05;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Psychrobacter;;;90.53227;76.97827;74.29706;0.0;0.42711
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_unclassified;g__Exiguobacterium;;;5.01305;1.67097;0.39408;0.0;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;;;0.50888;0.0;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;;;0.4192;0.1305;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;;;0.36726;0.41284;0.76658;0.0;30.21191
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Marinilabiliales;f__Marinifilaceae;g__Marinifilum;;;0.28051;0.0;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Acetoanaerobium;;;0.23965;0.0;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Mesobacillus;;;0.23664;0.29209;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Celeribacter;;;0.21251;0.66911;0.20695;0.0;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;;;0.19794;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Defluviimonas;;;0.17997;0.51174;0.3434;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Cytobacillus;;;0.15528;0.22129;0.00289;0.0;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Proteiniclasticum;;;0.15143;0.0;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;;;0.15111;0.55621;0.11389;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesoflavibacter;;;0.14205;5.28166;0.03403;0.0;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;;;0.13578;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus;;;0.13164;1.30399;5.4321;0.0;0.02371
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus;;;0.12874;0.0;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Trichococcus;;;0.10284;0.0;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;;;0.07968;0.0;0.00074;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Rossellomorea;;;0.06489;0.54876;0.03974;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;;;0.04782;0.12846;0.8435;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Vreelandella;;;0.04773;0.0;0.02068;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;;;0.04666;0.0;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;;;0.04512;0.0;0.00147;0.0;0.0
k__Bacteria;p__Planctomycetota;c__CFGB25759;o__OFGB25759;f__FGB25759;g__GGB45133;;;0.03298;0.02685;1.24105;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;;;0.03091;0.024;0.00807;0.0;0.00892
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Thioclava;;;0.0252;1.71616;0.02596;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Ruegeria;;;0.02284;0.0225;0.07857;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;;;0.01912;0.0;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;;;0.01734;2.91366;2.98789;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;;;0.0167;0.63309;0.04265;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Caryophanaceae;g__Planococcus;;;0.01591;0.19972;0.0245;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcales_unclassified;g__Timonella;;;0.0143;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Lutimaribacter;;;0.01405;0.0713;0.02085;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Candidatus_Macondimonas;;;0.01141;0.00207;0.02422;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Caryophanaceae;g__Solibacillus;;;0.01134;0.05565;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Dietziaceae;g__Dietzia;;;0.0101;0.16161;2.37928;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;;;0.00938;0.85559;0.26165;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacterales_unclassified;g__Paenirhodobacter;;;0.009;0.12692;0.00422;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Desemzia;;;0.00895;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Alloyangia;;;0.00832;0.45407;0.07096;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__GGB26910;;;0.00731;0.00122;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Intrasporangiaceae;g__Janibacter;;;0.0064;0.02125;0.06363;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;;;0.00637;0.0;0.00048;0.0;0.08679
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;;;0.00634;0.0;0.0;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;;;0.00606;0.0033;4,00E-05;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;;;0.00514;0.02664;0.1043;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;;;0.00506;1.52047;1.9146;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Thalassovita;;;0.00491;0.00071;0.04406;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB67380;o__OFGB67380;f__FGB67380;g__GGB136607;;;0.00487;0.00533;0.00157;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Jeotgalibaca;;;0.00458;0.0;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;;;0.00444;0.0;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Miltoncostaeales;f__Miltoncostaeaceae;g__GGB64250;;;0.00441;0.00269;0.41098;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Meridianimaribacter;;;0.00329;0.20622;0.00759;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;;;0.00307;0.14766;0.01726;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;;;0.0023;0.04093;0.0014;0.0;0.0
k__Bacteria;p__Thermodesulfobacteriota;c__CFGB93781;o__OFGB93781;f__FGB93781;g__GGB6246;;;0.00223;0.0;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;;;0.00188;0.00014;0.04912;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muriicola;;;0.00183;0.01077;7,00E-05;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;;;0.00175;0.00326;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB23763;o__OFGB23763;f__FGB23763;g__GGB59727;;;0.00169;0.0;0.00161;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Pseudothioclava;;;0.00163;0.0;0.012;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Rhodalgimonas;;;0.00153;0.0;0.00462;0.0;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridiaceae_unclassified;;;0.00139;0.0;0.00298;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Hanstruepera;;;0.00138;0.00267;0.00214;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__GGB43318;;;0.00136;0.0;0.37426;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium;;;0.00135;0.00069;0.65074;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Ornithinimicrobiaceae;g__Ornithinimicrobium;;;0.00131;0.02025;0.28628;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB67380;o__OFGB67380;f__FGB67380;g__GGB60247;;;0.0013;0.00199;0.00039;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__Mangrovibacterium;;;0.00103;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;;;0.00094;0.12466;0.0;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;;;0.00083;0.0;0.00961;0.0;0.0
k__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__GGB75461;;;0.00082;5,00E-05;0.0;0.0;0.0
k__Bacteria;p__Planctomycetota;c__CFGB25759;o__OFGB25759;f__FGB25759;g__GGB98529;;;0.00071;0.00161;0.05519;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;;;0.00066;0.18194;0.76253;0.0;0.21368
k__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__GGB138701;;;0.00058;0.00053;0.00028;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__Maribellus;;;0.00055;0.0;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;;;0.00053;0.0;0.00919;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;;;0.00037;0.00134;0.00588;0.0;0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB55957;;;0.00027;0.0;0.0;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Neptunomonas;;;0.00026;0.0;0.01846;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Marivita;;;0.00025;0.0;0.02453;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;g__Hyphomonas;;;0.00018;0.01379;0.0737;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;;;0.00017;0.21967;0.02425;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__GGB16199;;;0.00011;0.0;0.0;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB92807;o__OFGB92807;f__FGB92807;g__GGB134974;;;4,00E-05;0.0;0.0;0.0;0.0
