kingdom;phylum;class;order;family;genus;species;SGB;Bietry_1;Bietry_2;Bietry_3;Kassembie_1;Kassembie_2
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseivivax;s__Roseivivax_halodurans;t__SGB10826;0.0;0.0;0.00137;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_binotii;t__SGB55568;0.0;0.0;0.00129;0.0;0.0
k__Bacteria;p__Actinomycetota;c__CFGB31980;o__OFGB31980;f__FGB31980;g__GGB60258;s__GGB60258_SGB82204;t__SGB82204;0.0;0.0;0.00117;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_longum;t__SGB17248;0.0;0.0;0.00116;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_graminisolvens;t__SGB1924;0.0;0.0;0.00114;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_sufflavum;t__SGB55569;0.0;0.0;0.00114;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_sp_C7_2022;t__SGB175400;0.0;0.0;0.00106;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Loktanella;s__Loktanella_gaetbuli;t__SGB10550;0.0;0.0;0.00105;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter_sp_Psy1;t__SGB111210;0.0;0.0;0.00104;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacteriaceae_unclassified;s__Flavobacteriaceae_bacterium_NBU2977;t__SGB109301;0.0;0.0;0.001;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Promicromonosporaceae;g__Isoptericola;s__Isoptericola_jiangsuensis;t__SGB16060;0.0;0.0;0.00097;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita_SGB2713;t__SGB2713;0.0;0.0;0.00093;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_pneumoniae;t__SGB10115_group;0.0;0.0;0.00089;0.0;0.0
k__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__GGB53691;s__GGB53691_SGB74832;t__SGB74832;0.0;0.0;0.00089;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Caryophanaceae;g__Chryseomicrobium;s__Chryseomicrobium_aureum;t__SGB94660;0.0;0.0;0.00083;0.0;0.0
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus_soli_ex_Cha_et_al_2016;t__SGB17545;0.0;0.0;0.00079;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Pelagovum;s__Pelagovum_pacificum;t__SGB90542;0.0;0.0;0.00075;0.0;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__SGB7985;0.0;0.0;0.00074;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__GGB132819;s__GGB132819_SGB182059;t__SGB182059;0.0;0.0;0.00073;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_sp_SCR221107;t__SGB152359;0.0;0.0;0.00072;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Seohaeicola;s__Seohaeicola_sp_4SK31;t__SGB60579;0.0;0.0;0.00071;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Stappiaceae;g__Roseibium;s__Roseibium_aestuarii;t__SGB89439;0.0;0.0;0.00071;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadales_unclassified;g__Nitrosomonadales_unclassified;s__beta_proteobacterium_KB13;t__SGB205526;0.0;0.0;0.00069;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Rhodovulum;s__Rhodovulum_sp_FJ3;t__SGB24300;0.0;0.0;0.00065;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propioniciclava;s__Propioniciclava_sp_MC1595;t__SGB87720;0.0;0.0;0.00065;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia_massiliensis;t__SGB35123;0.0;0.0;0.00064;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Luteimonas;s__Luteimonas_sp_JM171;t__SGB12515;0.0;0.0;0.00061;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia;s__Zunongwangia_pacifica;t__SGB109207;0.0;0.0;0.0006;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__Kocuria_SGB98773;t__SGB98773;0.0;0.0;0.00058;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus;s__Paracoccus_yeei;t__SGB10717;0.0;0.0;0.00057;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Salinibacterium;s__Salinibacterium_amurskyense;t__SGB16757;0.0;0.0;0.00051;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Balneatrichaceae;g__GGB63480;s__GGB63480_SGB85789;t__SGB85789;0.0;0.0;0.0005;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Microbulbiferaceae;g__Microbulbifer;s__Microbulbifer_sp_HZ11;t__SGB32408;0.0;0.0;0.00049;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas_pachastrellae;t__SGB12061;0.0;0.0;0.00048;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Candidatus_Midichloriaceae;g__Candidatus_Aquarickettsia;s__Candidatus_Aquarickettsia_rohweri;t__SGB28930;0.0;0.0;0.00045;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_hydrocarbonoxydans;t__SGB16881;0.0;0.0;0.00044;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__Altererythrobacter_sp_C41;t__SGB94154;0.0;0.0;0.00044;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia;s__Zunongwangia_sp_HGR_M22;t__SGB195660;0.0;0.0;0.00041;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;s__Mesonia_maritima;t__SGB195674;0.0;0.0;0.00041;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Aurantiacibacter;s__Aurantiacibacter_SGB38248;t__SGB38248;0.0;0.0;0.0004;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Luteimonas;s__Luteimonas_padinae;t__SGB206647;0.0;0.0;0.00039;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_algicida;t__SGB90067;0.0;0.0;0.00038;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_dokdonensis;t__SGB11648;0.0;0.0;0.00037;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB41017;o__OFGB41017;f__FGB41017;g__GGB43700;s__GGB43700_SGB177887;t__SGB177887;0.0;0.0;0.00036;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Pseudooceanicola;s__Pseudooceanicola_onchidii;t__SGB56727;0.0;0.0;0.00036;0.0;0.0
k__Bacteria;p__Planctomycetota;c__CFGB45719;o__OFGB45719;f__FGB45719;g__GGB45720;s__GGB45720_SGB63440;t__SGB63440;0.0;0.0;0.00036;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_foliorum;t__SGB16880;0.0;0.0;0.00035;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia_namibiensis;t__SGB15793;0.0;0.0;0.00032;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Tessaracoccus;s__Tessaracoccus_lapidicaptus;t__SGB15914;0.0;0.0;0.00031;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__GGB68272;s__GGB68272_SGB92186;t__SGB92186;0.0;0.0;0.00029;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacteriaceae_unclassified;s__Microbacteriaceae_bacterium_PS02066;t__SGB175395;0.0;0.0;0.00025;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania_mesophila;t__SGB111652;0.0;0.0;0.00022;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Celeribacter;s__Celeribacter_halophilus;t__SGB206422;0.0;0.0;0.00022;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_sp_1_5R;t__SGB16879;0.0;0.0;0.00021;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_oleivorans;t__SGB111247;0.0;0.0;0.0002;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Aurantiacibacter;s__Aurantiacibacter_odishensis;t__SGB31599;0.0;0.0;0.00019;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;s__Mesonia_mobilis;t__SGB27967;0.0;0.0;0.00017;0.0;0.0
k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Leadbetterellaceae;g__Jiulongibacter;s__Jiulongibacter_sediminis;t__SGB3365;0.0;0.0;0.00014;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Rhodococcus;s__Rhodococcus_sp_HNM0569;t__SGB86951;0.0;0.0;0.00014;0.0;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_testaceum;t__SGB111235;0.0;0.0;0.00013;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus;s__Paracoccus_aerius;t__SGB90455;0.0;0.0;8,00E-05;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;g__Henriciella;s__Henriciella_algicola;t__SGB206406;0.0;0.0;7,00E-05;0.0;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Aurantiacibacter;s__Aurantiacibacter_suaedae;t__SGB56299;0.0;0.0;5,00E-05;0.0;0.0
k__Bacteria;p__Acidobacteriota;;;;;;;0.0;0.0;0.0;1.56575;0.0
k__Bacteria;p__Myxococcota;;;;;;;0.0;0.0;0.0;1.33145;0.0
k__Bacteria;p__Gemmatimonadota;;;;;;;0.0;0.0;0.0;0.00735;0.0
k__Bacteria;p__Verrucomicrobiota;c__CFGB2153;;;;;;0.0;0.0;0.0;1.69309;0.0
k__Bacteria;p__Myxococcota;c__Myxococcia;;;;;;0.0;0.0;0.0;1.33145;0.0
k__Bacteria;p__Planctomycetota;c__CFGB93177;;;;;;0.0;0.0;0.0;1.14766;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB15833;;;;;;0.0;0.0;0.0;1.06754;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB80614;;;;;;0.0;0.0;0.0;0.40432;0.0
k__Bacteria;p__Thermodesulfobacteriota;c__CFGB8491;;;;;;0.0;0.0;0.0;0.29487;0.0
k__Bacteria;p__Thermodesulfobacteriota;c__CFGB79996;;;;;;0.0;0.0;0.0;0.1997;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB77274;;;;;;0.0;0.0;0.0;0.07293;0.0
k__Archaea;p__Methanobacteriota;c__CFGB10638;;;;;;0.0;0.0;0.0;0.06156;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB63353;;;;;;0.0;0.0;0.0;0.04039;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB44487;;;;;;0.0;0.0;0.0;0.04001;0.0
k__Bacteria;p__Firmicutes;c__CFGB80250;;;;;;0.0;0.0;0.0;0.03211;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB39337;;;;;;0.0;0.0;0.0;0.03064;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB14846;;;;;;0.0;0.0;0.0;0.02354;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB14958;;;;;;0.0;0.0;0.0;0.02288;0.0
k__Bacteria;p__Planctomycetota;c__CFGB93171;;;;;;0.0;0.0;0.0;0.00949;0.0
k__Bacteria;p__Gemmatimonadota;c__CFGB5367;;;;;;0.0;0.0;0.0;0.00735;0.0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Betaproteobacteria_unclassified;;;;;0.0;0.0;0.0;6.23746;0.0
k__Bacteria;p__Verrucomicrobiota;c__CFGB2153;o__OFGB2153;;;;;0.0;0.0;0.0;1.69309;0.0
k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;;;;;0.0;0.0;0.0;1.33145;0.0
k__Bacteria;p__Planctomycetota;c__CFGB93177;o__OFGB93177;;;;;0.0;0.0;0.0;1.14766;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB15833;o__OFGB15833;;;;;0.0;0.0;0.0;1.06754;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB80614;o__OFGB80614;;;;;0.0;0.0;0.0;0.40432;0.0
k__Bacteria;p__Thermodesulfobacteriota;c__CFGB8491;o__OFGB8491;;;;;0.0;0.0;0.0;0.29487;0.0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;;;;;0.0;0.0;0.0;0.27771;0.23951
k__Bacteria;p__Thermodesulfobacteriota;c__CFGB79996;o__OFGB79996;;;;;0.0;0.0;0.0;0.1997;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;;;;;0.0;0.0;0.0;0.09056;0.00551
k__Bacteria;p__Pseudomonadota;c__CFGB77274;o__OFGB77274;;;;;0.0;0.0;0.0;0.07293;0.0
k__Archaea;p__Methanobacteriota;c__CFGB10638;o__OFGB10638;;;;;0.0;0.0;0.0;0.06156;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB63353;o__OFGB63353;;;;;0.0;0.0;0.0;0.04039;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB44487;o__OFGB44487;;;;;0.0;0.0;0.0;0.04001;0.0
k__Bacteria;p__Firmicutes;c__CFGB80250;o__OFGB80250;;;;;0.0;0.0;0.0;0.03211;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB39337;o__OFGB39337;;;;;0.0;0.0;0.0;0.03064;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB14846;o__OFGB14846;;;;;0.0;0.0;0.0;0.02354;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB14958;o__OFGB14958;;;;;0.0;0.0;0.0;0.02288;0.0
k__Bacteria;p__Planctomycetota;c__CFGB93171;o__OFGB93171;;;;;0.0;0.0;0.0;0.00949;0.0
k__Bacteria;p__Gemmatimonadota;c__CFGB5367;o__OFGB5367;;;;;0.0;0.0;0.0;0.00735;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;;;;0.0;0.0;0.0;54.48489;0.00247
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;;;;0.0;0.0;0.0;11.62808;1.93009
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Betaproteobacteria_unclassified;f__Betaproteobacteria_unclassified;;;;0.0;0.0;0.0;6.23746;0.0
k__Bacteria;p__Verrucomicrobiota;c__CFGB2153;o__OFGB2153;f__FGB2153;;;;0.0;0.0;0.0;1.69309;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Treboniaceae;;;;0.0;0.0;0.0;1.37345;0.0
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;;;;0.0;0.0;0.0;1.2335;0.0
k__Bacteria;p__Planctomycetota;c__CFGB93177;o__OFGB93177;f__FGB93177;;;;0.0;0.0;0.0;1.14766;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB15833;o__OFGB15833;f__FGB15833;;;;0.0;0.0;0.0;1.06754;0.0
k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;;;;0.0;0.0;0.0;0.86907;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;;;;0.0;0.0;0.0;0.68513;0.0
k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;;;;0.0;0.0;0.0;0.46238;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB80614;o__OFGB80614;f__FGB80614;;;;0.0;0.0;0.0;0.40432;0.0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;;;;0.0;0.0;0.0;0.30212;0.70728
k__Bacteria;p__Thermodesulfobacteriota;c__CFGB8491;o__OFGB8491;f__FGB8491;;;;0.0;0.0;0.0;0.29487;0.0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;;;;0.0;0.0;0.0;0.27771;0.0
k__Bacteria;p__Thermodesulfobacteriota;c__CFGB79996;o__OFGB79996;f__FGB79996;;;;0.0;0.0;0.0;0.1997;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Dongiaceae;;;;0.0;0.0;0.0;0.09056;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB77274;o__OFGB77274;f__FGB77274;;;;0.0;0.0;0.0;0.07293;0.0
k__Archaea;p__Methanobacteriota;c__CFGB10638;o__OFGB10638;f__FGB10638;;;;0.0;0.0;0.0;0.06156;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Beijerinckiaceae;;;;0.0;0.0;0.0;0.05728;0.02411
k__Bacteria;p__Acidobacteriota;c__CFGB63353;o__OFGB63353;f__FGB63353;;;;0.0;0.0;0.0;0.04039;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB44487;o__OFGB44487;f__FGB44487;;;;0.0;0.0;0.0;0.04001;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylocystaceae;;;;0.0;0.0;0.0;0.03257;0.0
k__Bacteria;p__Firmicutes;c__CFGB80250;o__OFGB80250;f__FGB80250;;;;0.0;0.0;0.0;0.03211;0.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Rhodanobacteraceae;;;;0.0;0.0;0.0;0.0321;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB39337;o__OFGB39337;f__FGB39337;;;;0.0;0.0;0.0;0.03064;0.0
k__Bacteria;p__Pseudomonadota;c__CFGB14846;o__OFGB14846;f__FGB14846;;;;0.0;0.0;0.0;0.02354;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB14958;o__OFGB14958;f__FGB14958;;;;0.0;0.0;0.0;0.02288;0.0
k__Bacteria;p__Planctomycetota;c__CFGB93171;o__OFGB93171;f__FGB93171;;;;0.0;0.0;0.0;0.00949;0.0
k__Bacteria;p__Gemmatimonadota;c__CFGB5367;o__OFGB5367;f__FGB5367;;;;0.0;0.0;0.0;0.00735;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__GGB65997;;;0.0;0.0;0.0;18.19281;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__GGB72035;;;0.0;0.0;0.0;14.53139;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__GGB66000;;;0.0;0.0;0.0;12.48023;0.0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;;;0.0;0.0;0.0;11.62808;0.04762
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__GGB93887;;;0.0;0.0;0.0;8.9062;0.0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Betaproteobacteria_unclassified;f__Betaproteobacteria_unclassified;g__GGB91362;;;0.0;0.0;0.0;6.11485;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__GGB65999;;;0.0;0.0;0.0;5.61923;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__GGB66219;;;0.0;0.0;0.0;3.10965;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__GGB64396;;;0.0;0.0;0.0;2.36536;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Sinomonas;;;0.0;0.0;0.0;2.12855;0.02644
k__Bacteria;p__Verrucomicrobiota;c__CFGB2153;o__OFGB2153;f__FGB2153;g__GGB95786;;;0.0;0.0;0.0;1.69309;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Leifsonia;;;0.0;0.0;0.0;1.49881;0.81317
k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__GGB64188;;;0.0;0.0;0.0;1.2335;0.0
k__Bacteria;p__Planctomycetota;c__CFGB93177;o__OFGB93177;f__FGB93177;g__GGB61685;;;0.0;0.0;0.0;1.14766;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB15833;o__OFGB15833;f__FGB15833;g__GGB93629;;;0.0;0.0;0.0;1.06754;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Treboniaceae;g__GGB93990;;;0.0;0.0;0.0;0.96213;0.0
k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__GGB93454;;;0.0;0.0;0.0;0.6985;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;g__GGB66014;;;0.0;0.0;0.0;0.68513;0.0
k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__GGB93475;;;0.0;0.0;0.0;0.46238;0.0
k__Bacteria;p__Acidobacteriota;c__CFGB80614;o__OFGB80614;f__FGB80614;g__GGB89966;;;0.0;0.0;0.0;0.40432;0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Neobacillus;;;0.0;0.0;0.0;0.39507;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__GGB37354;;;0.0;0.0;0.0;0.31051;0.0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;;;0.0;0.0;0.0;0.30212;0.42878
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Crenobacter;;;0.0;0.0;0.0;0.27771;0.0
k__Bacteria;p__Thermodesulfobacteriota;c__CFGB8491;o__OFGB8491;f__FGB8491;g__GGB90662;;;0.0;0.0;0.0;0.26776;0.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__GGB92565;;;0.0;0.0;0.0;0.22972;0.0
k__Bacteria;p__Thermodesulfobacteriota;c__CFGB79996;o__OFGB79996;f__FGB79996;g__GGB88573;;;0.0;0.0;0.0;0.1997;0.0
k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__GGB93529;;;0.0;0.0;0.0;0.17057;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Treboniaceae;g__Trebonia;;;0.0;0.0;0.0;0.12594;0.0
k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Treboniaceae;g__GGB52798;;;0.0;0.0;0.0;0.12449;0.0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Betaproteobacteria_unclassified;f__Betaproteobacteria_unclassified;g__GGB91352;;;0.0;0.0;0.0;0.12262;0.0
