kingdom,phylum,class,order,family,genus,species,SGB,Bietry_1,Bietry_2,Bietry_3,Kassembie_1,Kassembie_2,status
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Mesobacillus,s__Mesobacillus_selenatarsenatis,t__SGB7560,0.00184,0,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Muriicola,s__Muriicola_marianensis,t__SGB79191,0.00183,0.01077,7e-5,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Lysinibacillus,s__Lysinibacillus_louembei,t__SGB154064,0.00182,0.00142,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Robiginitalea,s__Robiginitalea_sediminis,t__SGB27909,0.00175,0.00326,0,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_SGB61358,t__SGB61358,0.0017,0,0.02914,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__CFGB23763,o__OFGB23763,f__FGB23763,g__GGB59727,s__GGB59727_SGB81551,t__SGB81551,0.00169,0,0.00161,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Ruegeria,s__Ruegeria_pomeroyi,t__SGB111379,0.00167,0,0.00539,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Pseudothioclava,s__Pseudothioclava_arenosa,t__SGB24239,0.00163,0,0.012,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Thalassovita,s__Thalassovita_litoralis,t__SGB90524,0.0016,0,0.02073,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Rhodalgimonas,s__Rhodalgimonas_zhirmunskyi,t__SGB181912,0.00153,0,0.00462,0,0,Named species
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridiaceae_unclassified,s__Clostridiaceae_bacterium_AF10_41,t__SGB205747,0.00139,0,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Hanstruepera,s__Hanstruepera_neustonica,t__SGB2862,0.00138,0.00267,0.00214,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__GGB43318,s__GGB43318_SGB138064,t__SGB138064,0.00136,0,0.37426,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium_aquaticum,t__SGB87478,0.00135,6.9e-4,0.26817,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Ornithinimicrobiaceae,g__Ornithinimicrobium,s__Ornithinimicrobium_kibberense,t__SGB16005,0.00131,0.01432,0.16671,0,0,Named species
k__Bacteria,p__Actinomycetota,c__CFGB67380,o__OFGB67380,f__FGB67380,g__GGB60247,s__GGB60247_SGB82192,t__SGB82192,0.0013,0.00199,3.9e-4,0,0,Undescribed
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Mesobacillus,s__Mesobacillus_subterraneus,t__SGB154082,0.00118,9.6e-4,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Marinilabiliales,f__Prolixibacteraceae,g__Mangrovibacterium,s__Mangrovibacterium_diazotrophicum,t__SGB27889,0.00103,0,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Defluviimonas,s__Defluviimonas_SGB90463,t__SGB90463,9.9e-4,0.00208,0.01567,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Marinobacteraceae,g__Marinobacter,s__Marinobacter_nauticus,t__SGB11915,9.4e-4,0.12466000000000001,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Cytobacillus,s__Cytobacillus_oceanisediminis,t__SGB7551,9.1e-4,0.00805,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Proteiniclasticum,s__Proteiniclasticum_ruminis,t__SGB4012,8.8e-4,0,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__Aerococcus_urinaeequi,t__SGB7897,8.3e-4,0,0.00961,0,0,Named species
k__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__GGB75461,s__GGB75461_SGB170944,t__SGB170944,8.2e-4,5e-5,0,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Moraxellales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter_immobilis,t__SGB10460,8e-4,0,0.02231,0,0,Named species
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridium,s__Clostridium_aquiflavi,t__SGB77454,7.7e-4,0,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Mesobacillus,s__Mesobacillus_jeotgali,t__SGB30253,7.5e-4,7.1e-4,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Cytobacillus,s__Cytobacillus_firmus,t__SGB25148,7.3e-4,0.01668,0,0,0,Named species
k__Bacteria,p__Planctomycetota,c__CFGB25759,o__OFGB25759,f__FGB25759,g__GGB98529,s__GGB98529_SGB137755,t__SGB137755,7.1e-4,0.00161,0.05519,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_schleiferi,t__SGB23851,6.6e-4,0,0.07064,0,0,Named species
k__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__Lacipirellulaceae,g__GGB138701,s__GGB138701_SGB185574,t__SGB185574,5.8e-4,5.3e-4,2.8e-4,0,0,Undescribed
k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Marinilabiliales,f__Prolixibacteraceae,g__Maribellus,s__Maribellus_luteus,t__SGB197668,5.5e-4,0,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_intermedia,t__SGB111664,5.3e-4,0.05804,0.04195,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Propionibacteriales,f__Propionibacteriaceae,g__Brooklawnia,s__Brooklawnia_propionicigenes,t__SGB61426,5.3e-4,0,0.00919,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,g__Ilumatobacter,s__Ilumatobacter_fluminis,t__SGB33811,3.7e-4,0.00134,0.00588,0,0,Named species
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__GGB55957,s__GGB55957_SGB77276,t__SGB77276,2.7e-4,0,0,0,0,Undescribed
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridium,s__Clostridium_weizhouense,t__SGB109593,2.6e-4,0,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Neptunomonas,s__Neptunomonas_concharum,t__SGB58226,2.6e-4,0,0.01846,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Marivita,s__Marivita_geojedonensis,t__SGB10565,2.5e-4,0,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Thioclava,s__Thioclava_sp_ES_031,t__SGB206424,1.9e-4,0.01308,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomonadales,f__Hyphomonadaceae,g__Hyphomonas,s__Hyphomonas_sp_CY54_11_8,t__SGB10522,1.8e-4,0,0.00344,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_vitaeruminis,t__SGB17092,1.8e-4,1.4e-4,0.00166,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Priestia,s__Priestia_flexa,t__SGB7677,1.7e-4,0.04478,0.02425,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Defluviimonas,s__Defluviimonas_denitrificans,t__SGB24223,1.6e-4,0.0021,0.00122,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__GGB16199,s__GGB16199_SGB24558,t__SGB24558,1.1e-4,0,0,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_gelatinilytica,t__SGB111661,8e-5,0.0495,0.02237,0,0,Named species
k__Bacteria,p__Actinomycetota,c__CFGB92807,o__OFGB92807,f__FGB92807,g__GGB134974,s__GGB134974_SGB177300,t__SGB177300,4e-5,0,0,0,0,Undescribed
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_unclassified,g__Exiguobacterium,s__Exiguobacterium_sp_s146,t__SGB94588,0,0.86602,0.00251,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Thioclava,s__Thioclava_nitratireducens,t__SGB10699,0,0.57962,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_aquimaris,t__SGB111660,0,0.52113,0.07391,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_aerophila,t__SGB11491,0,0.27143,0.58611,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_esteraromaticum,t__SGB87888,0,0.17588,8.5e-4,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Xanthomarina,s__Xanthomarina_gelatinilytica,t__SGB2856,0,0.17481,0.0226,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Marilutibacter,s__Marilutibacter_spongiae,t__SGB88889,0,0.15175,0.0433,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Priestia,s__Priestia_megaterium,t__SGB7678,0,0.14874,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_flava,t__SGB11494,0,0.148,0.40314,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_paranthracis,t__SGB7703_group,0,0.11942,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flagellimonas,s__Flagellimonas_beolgyonensis,t__SGB27927,0,0.11751,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Leeuwenhoekiella,s__Leeuwenhoekiella_nanhaiensis,t__SGB2741,0,0.09032,0.10888,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Fictibacillus,s__Fictibacillus_halophilus,t__SGB30111,0,0.08426,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Lysinibacillus,s__Lysinibacillus_fusiformis,t__SGB154060,0,0.07893,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__Paracoccus_maritimus,t__SGB56711,0,0.06606,0.0738,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Arenibacter,s__Arenibacter_latericius,t__SGB27931,0,0.05701,8.5e-4,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Erythrobacter,s__Erythrobacter_sp_SD_21,t__SGB11497,0,0.05454,0.05783,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_sp_NTK034,t__SGB94617,0,0.05447,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Heliomarina,s__Heliomarina_baculiformis,t__SGB93810,0,0.05114,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aequorivita,s__Aequorivita_sinensis,t__SGB79035,0,0.04929,0.24668,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Winogradskyella,s__Winogradskyella_sp_SYSU_M77433,t__SGB50077,0,0.04859,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Zeaxanthinibacter,s__Zeaxanthinibacter_enoshimensis,t__SGB27911,0,0.04418,8.9e-4,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Roseovarius,s__Roseovarius_pacificus,t__SGB111363,0,0.04367,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Devosiaceae,g__Youhaiella,s__Youhaiella_tibetensis,t__SGB10981,0,0.04263,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_oceanensis,t__SGB90058,0,0.04214,0.00621,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_xiamenensis,t__SGB111662,0,0.04181,0.01214,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Leeuwenhoekiella,s__Leeuwenhoekiella_palythoae,t__SGB2739,0,0.04173,0.0244,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Salipiger,s__Salipiger_thiooxidans,t__SGB10806,0,0.04114,0.00159,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Niallia,s__Niallia_taxi,t__SGB30277,0,0.03995,0.01769,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_aquimaris,t__SGB206462,0,0.03627,0.04592,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus_ruber,t__SGB15836,0,0.03377,0.01646,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Pseudalkalibacillus,s__Pseudalkalibacillus_hwajinpoensis,t__SGB206131,0,0.03196,0,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__Cellulomonas_sp_APG4,t__SGB87526,0,0.02958,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_soli,t__SGB94159,0,0.02743,2e-4,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Priestia,s__Priestia_flexa,t__SGB25213,0,0.02614,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Erythrobacter,s__Erythrobacter_sp_HKB08,t__SGB31606,0,0.02579,0.00242,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Pseudorhizobium,s__Pseudorhizobium_flavum,t__SGB11111,0,0.02402,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_sp_Marseille_Q1617,t__SGB66476,0,0.02384,0.00202,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Caryophanaceae,g__Jeotgalibacillus,s__Jeotgalibacillus_malaysiensis,t__SGB154195,0,0.02276,0.00275,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Alloyangia,s__Alloyangia_pacifica,t__SGB10803,0,0.02215,0,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Leucobacter,s__Leucobacter_muris,t__SGB16936,0,0.02188,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aequorivita,s__Aequorivita_vladivostokensis,t__SGB2714,0,0.0213,0.0405,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_nanhaisediminis,t__SGB11503,0,0.02104,0.03754,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Cytobacillus,s__Cytobacillus_oceanisediminis,t__SGB7569,0,0.01914,0.00122,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Fredinandcohnia,s__Fredinandcohnia_onubensis,t__SGB30195,0,0.01784,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_gaetbuli,t__SGB90062,0,0.01755,0.00403,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Arenibacter,s__Arenibacter_palladensis,t__SGB2769,0,0.01669,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Altererythrobacter,s__Altererythrobacter_xiamenensis,t__SGB11490,0,0.01661,0.00575,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_tianshenii,t__SGB94586,0,0.01577,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Maribacter,s__Maribacter_cobaltidurans,t__SGB2780,0,0.01509,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flagellimonas,s__Flagellimonas_olearia,t__SGB27926,0,0.01473,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Rossellomorea,s__Rossellomorea_aquimaris,t__SGB30147,0,0.01418,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomonadales,f__Hyphomonadaceae,g__Hyphomonas,s__Hyphomonas_jannaschiana,t__SGB10521,0,0.01264,0.07027,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Stenotrophomonas,s__Stenotrophomonas_acidaminiphila,t__SGB32936,0,0.01246,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_infantis,t__SGB7567,0,0.01082,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Alteriqipengyuania,s__Alteriqipengyuania_abyssalis,t__SGB111670,0,0.00985,0.01056,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_gaetbuli,t__SGB111665,0,0.00965,5.8e-4,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Donghicola,s__Donghicola_tyrosinivorans,t__SGB24315,0,0.00943,0.00515,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Phyllobacteriaceae,g__Nitratireductor,s__Nitratireductor_aquimarinus,t__SGB32179,0,0.0087,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Salinicola,s__Salinicola_salarius,t__SGB32429,0,0.00832,0.02102,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter_soli,t__SGB16748,0,0.00804,0,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Agromyces,s__Agromyces_mediolanus,t__SGB87822,0,0.00793,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Rossellomorea,s__Rossellomorea_marisflavi,t__SGB7720,0,0.0079,0.03202,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Subsaxibacter,s__Subsaxibacter_sp_CAU_1640,t__SGB109425,0,0.00714,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Arenibacter,s__Arenibacter_troitsensis,t__SGB2770,0,0.00692,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Pseudooceanicola,s__Pseudooceanicola_nanhaiensis,t__SGB31548,0,0.00684,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Gemmobacter,s__Gemmobacter_lutimaris,t__SGB31462,0,0.00679,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Rossellomorea,s__Rossellomorea_marisflavi,t__SGB7719,0,0.00676,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_camelliae,t__SGB82381,0,0.00676,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Cytobacillus,s__Cytobacillus_kochii,t__SGB7554,0,0.00649,0.00166,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Metabacillus,s__Metabacillus_indicus,t__SGB7794,0,0.00638,0.00107,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Erythrobacter,s__Erythrobacter_sp_YJ_T3_07,t__SGB94151,0,0.00635,0.00247,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Metabacillus,s__Metabacillus_halosaccharovorans,t__SGB109830,0,0.00593,0,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Ornithinimicrobiaceae,g__Ornithinimicrobium,s__Ornithinimicrobium_flavum,t__SGB34105,0,0.00593,0.11145,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flagellimonas,s__Flagellimonas_alvinocaridis,t__SGB50115,0,0.00575,0,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_SGB87885,t__SGB87885,0,0.00573,0.08905,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Tsuneonella,s__Tsuneonella_suprasediminis,t__SGB31592,0,0.00566,0.00337,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium_sp_PO1,t__SGB93247,0,0.00566,0.01367,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Aliiroseovarius,s__Aliiroseovarius_zhejiangensis,t__SGB90363,0,0.00525,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Salegentibacter,s__Salegentibacter_mishustinae,t__SGB2758,0,0.00513,0.07784,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_vesicularis,t__SGB111663,0,0.00472,0.01941,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Allomuricauda,s__Allomuricauda_sp_ARW1Y1,t__SGB79220,0,0.00426,0,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__Mycolicibacterium_poriferae,t__SGB61375,0,0.00417,0.01326,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Pusillimonas,s__Pusillimonas_caeni,t__SGB32661,0,0.00406,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Cytobacillus,s__Cytobacillus_gottheilii,t__SGB30268,0,0.00402,0,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Saccharopolyspora,s__Saccharopolyspora_sp_HNM0983,t__SGB87400,0,0.0037200000000000002,0,0,0,Named species
