kingdom,phylum,class,order,family,genus,species,SGB,Bietry_1,Bietry_2,Bietry_3,Kassembie_1,Kassembie_2,status
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Gordoniaceae,g__Gordonia,s__Gordonia_alkanivorans,t__SGB15791,0,0.00341,0.01969,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Gordoniaceae,g__Gordonia,s__Gordonia_amicalis,t__SGB15794,0,0.00339,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Marixanthomonas,s__Marixanthomonas_sp_SCSIO_43207,t__SGB109379,0,0.00338,0.0078,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas_diminuta,t__SGB11731,0,0.00332,0.00994,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Cellvibrionales,f__Microbulbiferaceae,g__Microbulbifer,s__Microbulbifer_pacificus,t__SGB177591,0,0.00302,0.01542,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Erythrobacter,s__Erythrobacter_fulvus,t__SGB183023,0,0.00257,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Caryophanaceae,g__Solibacillus,s__Solibacillus_daqui,t__SGB109768,0,0.00247,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Cytophagia,o__Cytophagales,f__Cyclobacteriaceae,g__Cyclobacterium,s__Cyclobacterium_sp_1_MG_2023,t__SGB196690,0,0.00242,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_safensis,t__SGB7774,0,0.0024,0.00751,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Demequinaceae,g__Demequina,s__Demequina_sp_NBRC_110052,t__SGB34270,0,0.00227,0.0018600000000000001,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_sp_XHP0207,t__SGB183064,0,0.00222,0.02435,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Fictibacillus,s__Fictibacillus_phosphorivorans,t__SGB82793,0,0.00217,0.00165,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Pseudalkalibacillus,s__Pseudalkalibacillus_spartinae,t__SGB154153,0,0.00212,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_altitudinis,t__SGB7770,0,0.00194,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_flava,t__SGB111654,0,0.00192,0.00741,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Winogradskyella,s__Winogradskyella_epiphytica,t__SGB21777,0,0.00178,0.01562,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Agromyces,s__Agromyces_indicus,t__SGB16850,0,0.00168,0.00588,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Rossellomorea,s__Rossellomorea_aquimaris,t__SGB109820,0,0.00161,6.2e-4,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_unclassified,g__Exiguobacterium,s__Exiguobacterium_chiriqhucha,t__SGB8322,0,0.00153,0,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__Mycolicibacterium_duvalii,t__SGB15682,0,0.00145,0.00145,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Caryophanaceae,g__Solibacillus,s__Solibacillus_isronensis,t__SGB109769,0,0.00134,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Nonlabens,s__Nonlabens_tegetincola,t__SGB2900,0,0.00126,9.8e-4,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Caryophanaceae,g__Sporosarcina,s__Sporosarcina_saromensis,t__SGB154050,0,0.00121,0,0,0,Named species
k__Bacteria,p__Thermodesulfobacteriota,c__Desulfarculia,o__Desulfarculales,f__Desulfarculaceae,g__GGB39200,s__GGB39200_SGB57355,t__SGB57355,0,0.00121,0,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Altererythrobacter,s__Altererythrobacter_sp_CAU_1644,t__SGB183053,0,0.00117,0.00245,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Hyphomonadales,f__Hyphomonadaceae,g__Hyphomonas,s__Hyphomonas_sediminis,t__SGB111403,0,0.00115,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_aurantiaca,t__SGB111657,0,0.00107,0.0055,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_gaetbuli,t__SGB140628,0,0.00101,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flagellimonas,s__Flagellimonas_marinaquae,t__SGB109303,0,0.001,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Niallia,s__Niallia_circulans,t__SGB30275,0,9.8e-4,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Allomuricauda,s__Allomuricauda_sp_M10,t__SGB79215,0,9.7e-4,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Sutcliffiella,s__Sutcliffiella_horikoshii,t__SGB109826,0,0.00093000000000000005,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flagellimonas,s__Flagellimonas_aequoris,t__SGB27922,0,0.00093000000000000005,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_polymorpha,t__SGB111658,0,8.4e-4,5.8e-4,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Robertmurraya,s__Robertmurraya_kyonggiensis,t__SGB49046,0,8e-4,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Rossellomorea,s__Rossellomorea_aquimaris,t__SGB7722,0,7.5e-4,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Lysinibacillus,s__Lysinibacillus_fusiformis,t__SGB7491,0,6.7e-4,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_sp_N1_1,t__SGB101186,0,5.4e-4,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aequorivita,s__Aequorivita_iocasae,t__SGB79037,0,5.3e-4,0.00307,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Lysinibacillus,s__Lysinibacillus_sp_SGAir0095,t__SGB49061,0,5e-4,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__Paracoccus_albicereus,t__SGB111340,0,4.8e-4,0.00102,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Brevibacillus,s__Brevibacillus_centrosporus,t__SGB7324,0,4.1e-4,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Metabacillus,s__Metabacillus_schmidteae,t__SGB7743,0,3.6e-4,0,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Heyndrickxia,s__Heyndrickxia_oleronia,t__SGB7732,0,3.5e-4,0,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_paraoxydans,t__SGB16869,0,3.3e-4,0.29523,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Paucisalibacillus,s__Paucisalibacillus_globulus,t__SGB30058,0,3.2e-4,0,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Intrasporangiaceae,g__Nostocoides,s__Nostocoides_sp_F2B08,t__SGB87588,0,3e-4,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Marilutibacter,s__Marilutibacter_aestuarii,t__SGB88888,0,2.3e-4,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Cellvibrionales,f__Microbulbiferaceae,g__Microbulbifer,s__Microbulbifer_sp_ALW1,t__SGB88976,0,2.1e-4,9.8e-4,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_sinesaloumensis,t__SGB30200,0,1.6e-4,0,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Arenibacter,s__Arenibacter_certesii,t__SGB27930,0,1e-4,0,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_vulgaris,t__SGB31603,0,9e-5,1.4e-4,0,0,Named species
k__Bacteria,p__Actinomycetota,c__CFGB13567,o__OFGB13567,f__FGB13567,g__GGB136195,s__GGB136195_SGB86552,t__SGB86552,0,0,1.69608,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium_paraconglomeratum,t__SGB16648,0,0,0.3639,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__GGB43317,s__GGB43317_SGB60623,t__SGB60623,0,0,0.29501,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__Paracoccus_sediminilitoris,t__SGB100090,0,0,0.28307,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Loktanella,s__Loktanella_sp_3ANDIMAR09,t__SGB10549,0,0,0.21183,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Salinicoccus,s__Salinicoccus_roseus,t__SGB7804,0,0,0.13968,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Marivivens,s__Marivivens_SGB10879,t__SGB10879,0,0,0.13688,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,g__GGB31920,s__GGB31920_SGB55883,t__SGB55883,0,0,0.12682,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Kocuria,s__Kocuria_flava,t__SGB16664,0,0,0.11647,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus_pyridinivorans,t__SGB15834,0,0,0.10714,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_gawkjiense,t__SGB16908,0,0,0.09518,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Sulfitobacter,s__Sulfitobacter_pontiacus,t__SGB10649,0,0,0.09425,0,0,Named species
k__Bacteria,p__Actinomycetota,c__CFGB36511,o__OFGB36511,f__FGB36511,g__GGB60033,s__GGB60033_SGB81933,t__SGB81933,0,0,0.09148,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Demequinaceae,g__Demequina,s__Demequina_litorisediminis,t__SGB175152,0,0,0.0905,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Christiangramia,s__Christiangramia_gaetbulicola,t__SGB21808,0,0,0.08712,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Cellvibrionales,f__Microbulbiferaceae,g__Microbulbifer,s__Microbulbifer_litoralis,t__SGB110380,0,0,0.08527,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Kytococcaceae,g__Kytococcus,s__Kytococcus_sedentarius,t__SGB16000,0,0,0.08518,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__GGB66792,s__GGB66792_SGB90437,t__SGB90437,0,0,0.08429,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Micrococcus,s__Micrococcus_terreus,t__SGB16678,0,0,0.07589,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus_qingshengii,t__SGB15824,0,0,0.0711,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_aurantiacum,t__SGB16918,0,0,0.0685,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacterales_unclassified,g__Rhodobacterales_unclassified,s__Rhodobacterales_bacterium_FZCC0069,t__SGB90314,0,0,0.0649,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_sp_WCS2018Hpa_9,t__SGB175327,0,0,0.0606,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Erythrobacteraceae_unclassified,s__Erythrobacteraceae_bacterium_E2_1_Yellow_Sea,t__SGB90029,0,0,0.05869,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__Miltoncostaeales,f__Miltoncostaeaceae,g__GGB64250,s__GGB64250_SGB86668,t__SGB86668,0,0,0.05728,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Cellvibrionales,f__Microbulbiferaceae,g__Microbulbifer,s__Microbulbifer_harenosus,t__SGB56879,0,0,0.05523,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_SGB138215,t__SGB138215,0,0,0.05522,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Moraxellales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter_immobilis,t__SGB92575,0,0,0.05354,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__Paracoccus_marcusii,t__SGB10707,0,0,0.05336,0,0,Named species
k__Bacteria,p__Actinomycetota,c__CFGB13567,o__OFGB13567,f__FGB13567,g__GGB136196,s__GGB136196_SGB176986,t__SGB176986,0,0,0.051,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Gordoniaceae,g__Gordonia,s__Gordonia_hongkongensis,t__SGB15787,0,0,0.04875,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Zunongwangia,s__Zunongwangia_profunda,t__SGB2750,0,0,0.04758,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Alteromonadales,f__Pseudoalteromonadaceae,g__Pseudoalteromonas,s__Pseudoalteromonas_nigrifaciens,t__SGB13904,0,0,0.04452,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Qipengyuania,s__Qipengyuania_SGB38253,t__SGB38253,0,0,0.04389,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Demequinaceae,g__Demequina,s__Demequina_sediminis,t__SGB175147,0,0,0.04215,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Celeribacter,s__Celeribacter_halophilus,t__SGB10878,0,0,0.03854,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Cellvibrionales,f__Microbulbiferaceae,g__Microbulbifer,s__Microbulbifer_variabilis,t__SGB110375,0,0,0.0381,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Halobacillus,s__Halobacillus_salinus,t__SGB30097,0,0,0.03398,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Cellvibrionales,f__Microbulbiferaceae,g__Microbulbifer,s__Microbulbifer_sp_THAF38,t__SGB88972,0,0,0.03224,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Caryophanaceae,g__Tetzosporium,s__Tetzosporium_hominis,t__SGB7504,0,0,0.03099,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas_aurantiaca,t__SGB11740,0,0,0.03007,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Jonesiaceae,g__Jonesia,s__Jonesia_denitrificans,t__SGB17212,0,0,0.02856,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Promicromonosporaceae,g__Cellulosimicrobium,s__Cellulosimicrobium_cellulans,t__SGB16053,0,0,0.02748,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Cryomorphaceae,g__Acidiluteibacter,s__Acidiluteibacter_ferrifornacis,t__SGB78761,0,0,0.02536,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Nioella,s__Nioella_SGB138072,t__SGB138072,0,0,0.0247,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Marivita,s__Marivita_SGB181916,t__SGB181916,0,0,0.02453,0,0,Undescribed
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Weeksellaceae,g__Profundicola,s__Profundicola_chukchiensis,t__SGB194983,0,0,0.02378,0,0,Named species
k__Bacteria,p__Planctomycetota,c__CFGB25759,o__OFGB25759,f__FGB25759,g__GGB45144,s__GGB45144_SGB62657,t__SGB62657,0,0,0.02202,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Candidatus_Pelagibacterales,f__Candidatus_Pelagibacteraceae,g__GGB47040,s__GGB47040_SGB64963,t__SGB64963,0,0,0.02199,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Moraxellales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter_aquimaris,t__SGB23000,0,0,0.02153,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Salinicola,s__Salinicola_lusitanus,t__SGB32421,0,0,0.02138,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Candidatus_Pelagibacterales,f__Candidatus_Pelagibacterales_unclassified,g__GGB47034,s__GGB47034_SGB64954,t__SGB64954,0,0,0.02013,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Pseudorhodobacter,s__Pseudorhodobacter_sp_E13,t__SGB31398,0,0,0.01947,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Micrococcus,s__Micrococcus_flavus,t__SGB35106,0,0,0.01926,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Leucothrix,s__Leucothrix_mucor,t__SGB30696,0,0,0.0189,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Nocardiaceae,g__Rhodococcoides,s__Rhodococcoides_fascians,t__SGB15814,0,0,0.01813,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Luteimonas,s__Luteimonas_colneyensis,t__SGB88952,0,0,0.01767,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Betaproteobacteria,o__Nitrosomonadales,f__Methylophilaceae,g__Methylophilaceae_unclassified,s__Methylophilaceae_unclassified_SGB91728,t__SGB91728,0,0,0.01673,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Cellvibrionales,f__Microbulbiferaceae,g__Microbulbifer,s__Microbulbifer_pacificus,t__SGB32409,0,0,0.01622,0,0,Named species
k__Bacteria,p__Actinomycetota,c__CFGB13567,o__OFGB13567,f__FGB13567,g__GGB33138,s__GGB33138_SGB86553,t__SGB86553,0,0,0.01618,0,0,Undescribed
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Thioclava,s__Thioclava_sp_A2,t__SGB181712,0,0,0.016,0,0,Named species
k__Bacteria,p__Actinomycetota,c__CFGB13567,o__OFGB13567,f__FGB13567,g__GGB44069,s__GGB44069_SGB61447,t__SGB61447,0,0,0.01518,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Micrococcaceae,g__Micrococcus,s__Micrococcus_luteus,t__SGB16676,0,0,0.01482,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Christiangramia,s__Christiangramia_portivictoriae,t__SGB27969,0,0,0.01446,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_kunmingense,t__SGB111237,0,0,0.01437,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Novilysobacter,s__Novilysobacter_defluvii,t__SGB12531,0,0,0.01417,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Erythrobacteraceae_unclassified,s__Erythrobacteraceae_bacterium_WH01K,t__SGB183051,0,0,0.01398,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_marinum,t__SGB55576,0,0,0.01326,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_variabile,t__SGB17034,0,0,0.01322,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Novilysobacter,s__Novilysobacter_spongiicola,t__SGB12530,0,0,0.01277,0,0,Named species
k__Bacteria,p__Bacteroidota,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Gelidibacter,s__Gelidibacter_japonicus,t__SGB79113,0,0,0.01274,0,0,Named species
k__Bacteria,p__Bacteroidota,c__CFGB83599,o__OFGB83599,f__FGB83599,g__GGB99166,s__GGB99166_SGB140305,t__SGB140305,0,0,0.01233,0,0,Undescribed
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus_plantarum,t__SGB7202,0,0,0.0122,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Vreelandella,s__Vreelandella_aquamarina,t__SGB56856,0,0,0.012070000000000001,0,0,Named species
k__Bacteria,p__Cyanobacteriota,c__Cyanophyceae,o__Synechococcales,f__Synechococcaceae,g__Synechococcus,s__Synechococcus_sp_LTW_R,t__SGB83477,0,0,0.01194,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Alteromonadales,f__Pseudoalteromonadaceae,g__Pseudoalteromonas,s__Pseudoalteromonas_tetraodonis,t__SGB13896,0,0,0.01163,0,0,Named species
k__Bacteria,p__Verrucomicrobiota,c__Opitutia,o__Puniceicoccales,f__Coraliomargaritaceae,g__GGB25700,s__GGB25700_SGB37674,t__SGB37674,0,0,0.01149,0,0,Undescribed
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium_linens,t__SGB16634,0,0,0.01139,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__Nocardioides_SGB107694,t__SGB107694,0,0,0.01125,0,0,Undescribed
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_unclassified,g__Exiguobacterium,s__Exiguobacterium_aurantiacum,t__SGB8323,0,0,0.01105,0,0,Named species
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Halobacillus,s__Halobacillus_litoralis,t__SGB82774,0,0,0.01101,0,0,Named species
k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoracaceae,g__Alcanivorax,s__Alcanivorax_borkumensis,t__SGB11939,0,0,0.01069,0,0,Named species
k__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_albidoflavus,t__SGB16294,0,0,0.0104,0,0,Named species
